Junction,Direction,Speed (mph),Time,Day
32 to 33,Northbound,38,13:00,Friday
32 to 33,Southbound,47,13:00,Friday
33 to 34,Northbound,50,13:00,Friday
33 to 34,Southbound,27,13:00,Friday
34 to 35,Northbound,48,13:00,Friday
34 to 35,Southbound,48,13:00,Friday
35 to 35A,Northbound,60,13:00,Friday
35 to 35A,Southbound,49,13:00,Friday
35A to 36,Northbound,64,13:00,Friday
35A to 36,Southbound,64,13:00,Friday
36 to 37,Northbound,63,13:00,Friday
36 to 37,Southbound,62,13:00,Friday
37 to 38,Northbound,66,13:00,Friday
37 to 38,Southbound,68,13:00,Friday
38 to 39,Northbound,67,13:00,Friday
38 to 39,Southbound,66,13:00,Friday
39 to 40,Northbound,67,13:00,Friday
39 to 40,Southbound,58,13:00,Friday
40 to 41,Northbound,65,13:00,Friday
40 to 41,Southbound,51,13:00,Friday
41 to 42,Northbound,59,13:00,Friday
41 to 42,Southbound,61,13:00,Friday
42 to 43/44,Northbound,56,13:00,Friday
42 to 43/44,Southbound,60,13:00,Friday
43/44 to 45,Northbound,21,13:00,Friday
43/44 to 45,Southbound,62,13:00,Friday
45 to 46,Northbound,32,13:00,Friday
45 to 46,Southbound,55,13:00,Friday
46 to 47,Northbound,46,13:00,Friday
46 to 47,Southbound,40,13:00,Friday
47 to 48,Northbound,52,13:00,Friday
47 to 48,Southbound,23,13:00,Friday
1 to 2,Northbound,70,18:00,Friday
1 to 2,Southbound,54,18:00,Friday
2 to 4,Northbound,65,18:00,Friday
2 to 4,Southbound,70,18:00,Friday
4 to 5,Northbound,68,18:00,Friday
4 to 5,Southbound,66,18:00,Friday
5 to 6,Northbound,69,18:00,Friday
5 to 6,Southbound,68,18:00,Friday
6 to 6A,Northbound,68,18:00,Friday
6 to 6A,Southbound,70,18:00,Friday
6A to 7,Northbound,61,18:00,Friday
6A to 7,Southbound,62,18:00,Friday
7 to 8,Northbound,59,18:00,Friday
7 to 8,Southbound,59,18:00,Friday
8 to 9,Northbound,35,18:00,Friday
 8 to 9,Southbound,61,18:00,Friday
9 to 10,Northbound,37,18:00,Friday
9 to 10,Southbound,60,18:00,Friday
10 to 11,Northbound,38,18:00,Friday
10 to 11,Southbound,43,18:00,Friday
11 to 11A,Northbound,47,18:00,Friday
11 to 11A,Southbound,21,18:00,Friday
11A to 12,Northbound,49,18:00,Friday
11A to 12,Southbound,19,18:00,Friday
12 to 13,Northbound,47,18:00,Friday
12 to 13,Southbound,47,18:00,Friday
13 to14,Northbound,60,18:00,Friday
13 to14,Southbound,58,18:00,Friday
14 to 15,Northbound,69,18:00,Friday
14 to15,Southbound,66,18:00,Friday
15 to 15A,Northbound,70,18:00,Friday
15 to 15A,Southbound,61,18:00,Friday
15A to 16,Northbound,66,18:00,Friday
15A to 16,Southbound,63,18:00,Friday
16 to 17,Northbound,67,18:00,Friday
16 to 17,Southbound,64,18:00,Friday
17 to 18,Northbound,70,18:00,Friday
17 to 18,Southbound,66,18:00,Friday
18 to 19,Northbound,64,18:00,Friday
18 to 19,Southbound,70,18:00,Friday
19 to 20,Northbound,68,18:00,Friday
19 to 20,Southbound,70,18:00,Friday
20 to 21,Northbound,70,18:00,Friday
20 to 21,Southbound,70,18:00,Friday
21 to 21A,Northbound,59,18:00,Friday
21 to 21A,Southbound,67,18:00,Friday
21A to 22,Northbound,70,18:00,Friday
21A to 22,Southbound,70,18:00,Friday
22 to 23,Northbound,70,18:00,Friday
22 to 23,Southbound,68,18:00,Friday
23 to 23A,Northbound,70,18:00,Friday
23 to 23A,Southbound,68,18:00,Friday
23A to 24,Northbound,62,18:00,Friday
23A to 24,Southbound,69,18:00,Friday
24 to 24A,Northbound,68,18:00,Friday
24 to 24A,Southbound,65,18:00,Friday
24A to 25,Northbound,68,18:00,Friday
24A to 25,Southbound,69,18:00,Friday
25 to 26,Northbound,68,18:00,Friday
25 to 26,Southbound,67,18:00,Friday
26 to 27,Northbound,60,18:00,Friday
26 to 27,Southbound,67,18:00,Friday
27 to 28,Northbound,11,18:00,Friday
27 to 28,Southbound,69,18:00,Friday
28 to 29,Northbound,58,18:00,Friday
28 to 29,Southbound,69,18:00,Friday
29 to 29A,Northbound,70,18:00,Friday
29 to 29A,Southbound,67,18:00,Friday
29A to 30,Northbound,54,18:00,Friday
29A to 30,Southbound,52,18:00,Friday
30 to 31,Northbound,56,18:00,Friday
30 to 31,Southbound,51,18:00,Friday
31 to 32,Northbound,56,18:00,Friday
31 to 32,Southbound,55,18:00,Friday
32 to 33,Northbound,34,18:00,Friday
32 to 33,Southbound,54,18:00,Friday
33 to 34,Northbound,48,18:00,Friday
33 to 34,Southbound,48,18:00,Friday
34 to 35,Northbound,47,18:00,Friday
34 to 35,Southbound,50,18:00,Friday
35 to 35A,Northbound,62,18:00,Friday
35 to 35A,Southbound,50,18:00,Friday
35A to 36,Northbound,69,18:00,Friday
35A to 36,Southbound,67,18:00,Friday
36 to 37,Northbound,70,18:00,Friday
36 to 37,Southbound,70,18:00,Friday
37 to 38,Northbound,70,18:00,Friday
37 to 38,Southbound,70,18:00,Friday
38 to 39,Northbound,70,18:00,Friday
38 to 39,Southbound,70,18:00,Friday
39 to 40,Northbound,68,18:00,Friday
39 to 40,Southbound,68,18:00,Friday
40 to 41,Northbound,67,18:00,Friday
40 to 41,Southbound,70,18:00,Friday
41 to 42,Northbound,68,18:00,Friday
41 to 42,Southbound,66,18:00,Friday
42 to 43/44,Northbound,67,18:00,Friday
42 to 43/44,Southbound,67,18:00,Friday
43/44 to 45,Northbound,57,18:00,Friday
43/44 to 45,Southbound,70,18:00,Friday
45 to 46,Northbound,35,18:00,Friday
45 to 46,Southbound,62,18:00,Friday
46 to 47,Northbound,47,18:00,Friday
46 to 47,Southbound,48,18:00,Friday
47 to 48,Northbound,56,18:00,Friday
47 to 48,Southbound,49,18:00,Friday
1 to 2,Northbound,66,22:00,Friday
1 to 2,Southbound,55,22:00,Friday
2 to 4,Northbound,67,22:00,Friday
2 to 4,Southbound,67,22:00,Friday
4 to 5,Northbound,69,22:00,Friday
4 to 5,Southbound,70,22:00,Friday
5 to 6,Northbound,70,22:00,Friday
5 to 6,Southbound,69,22:00,Friday
6 to 6A,Northbound,65,22:00,Friday
6 to 6A,Southbound,70,22:00,Friday
6A to 7,Northbound,62,22:00,Friday
6A to 7,Southbound,55,22:00,Friday
7 to 8,Northbound,54,22:00,Friday
7 to 8,Southbound,61,22:00,Friday
8 to 9,Northbound,62,22:00,Friday
 8 to 9,Southbound,60,22:00,Friday
9 to 10,Northbound,58,22:00,Friday
9 to 10,Southbound,61,22:00,Friday
10 to 11,Northbound,48,22:00,Friday
10 to 11,Southbound,48,22:00,Friday
11 to 11A,Northbound,50,22:00,Friday
11 to 11A,Southbound,48,22:00,Friday
11A to 12,Northbound,50,22:00,Friday
11A to 12,Southbound,46,22:00,Friday
12 to 13,Northbound,50,22:00,Friday
12 to 13,Southbound,48,22:00,Friday
13 to14,Northbound,48,22:00,Friday
13 to14,Southbound,49,22:00,Friday
14 to 15,Northbound,60,22:00,Friday
14 to15,Southbound,60,22:00,Friday
15 to 15A,Northbound,58,22:00,Friday
15 to 15A,Southbound,62,22:00,Friday
15A to 16,Northbound,66,22:00,Friday
15A to 16,Southbound,68,22:00,Friday
16 to 17,Northbound,67,22:00,Friday
16 to 17,Southbound,60,22:00,Friday
17 to 18,Northbound,70,22:00,Friday
17 to 18,Southbound,22,22:00,Friday
18 to 19,Northbound,70,22:00,Friday
18 to 19,Southbound,41,22:00,Friday
19 to 20,Northbound,70,22:00,Friday
19 to 20,Southbound,59,22:00,Friday
20 to 21,Northbound,46,22:00,Friday
20 to 21,Southbound,61,22:00,Friday
21 to 21A,Northbound,57,22:00,Friday
21 to 21A,Southbound,56,22:00,Friday
21A to 22,Northbound,70,22:00,Friday
21A to 22,Southbound,66,22:00,Friday
22 to 23,Northbound,65,22:00,Friday
22 to 23,Southbound,61,22:00,Friday
23 to 23A,Northbound,66,22:00,Friday
23 to 23A,Southbound,62,22:00,Friday
23A to 24,Northbound,60,22:00,Friday
23A to 24,Southbound,57,22:00,Friday
24 to 24A,Northbound,57,22:00,Friday
24 to 24A,Southbound,61,22:00,Friday
24A to 25,Northbound,59,22:00,Friday
24A to 25,Southbound,63,22:00,Friday
25 to 26,Northbound,67,22:00,Friday
25 to 26,Southbound,67,22:00,Friday
26 to 27,Northbound,61,22:00,Friday
26 to 27,Southbound,61,22:00,Friday
27 to 28,Northbound,58,22:00,Friday
27 to 28,Southbound,63,22:00,Friday
28 to 29,Northbound,59,22:00,Friday
28 to 29,Southbound,55,22:00,Friday
29 to 29A,Northbound,29,22:00,Friday
29 to 29A,Southbound,58,22:00,Friday
29A to 30,Northbound,33,22:00,Friday
29A to 30,Southbound,46,22:00,Friday
30 to 31,Northbound,54,22:00,Friday
30 to 31,Southbound,46,22:00,Friday
31 to 32,Northbound,65,22:00,Friday
31 to 32,Southbound,52,22:00,Friday
32 to 33,Northbound,49,22:00,Friday
32 to 33,Southbound,57,22:00,Friday
33 to 34,Northbound,50,22:00,Friday
33 to 34,Southbound,49,22:00,Friday
34 to 35,Northbound,45,22:00,Friday
34 to 35,Southbound,49,22:00,Friday
35 to 35A,Northbound,54,22:00,Friday
35 to 35A,Southbound,52,22:00,Friday
35A to 36,Northbound,63,22:00,Friday
35A to 36,Southbound,62,22:00,Friday
36 to 37,Northbound,69,22:00,Friday
36 to 37,Southbound,67,22:00,Friday
37 to 38,Northbound,57,22:00,Friday
37 to 38,Southbound,67,22:00,Friday
38 to 39,Northbound,70,22:00,Friday
38 to 39,Southbound,68,22:00,Friday
39 to 40,Northbound,61,22:00,Friday
39 to 40,Southbound,69,22:00,Friday
40 to 41,Northbound,52,22:00,Friday
40 to 41,Southbound,62,22:00,Friday
41 to 42,Northbound,61,22:00,Friday
41 to 42,Southbound,61,22:00,Friday
42 to 43/44,Northbound,70,22:00,Friday
42 to 43/44,Southbound,64,22:00,Friday
43/44 to 45,Northbound,68,22:00,Friday
43/44 to 45,Southbound,65,22:00,Friday
45 to 46,Northbound,52,22:00,Friday
45 to 46,Southbound,62,22:00,Friday
46 to 47,Northbound,49,22:00,Friday
46 to 47,Southbound,48,22:00,Friday
47 to 48,Northbound,59,22:00,Friday
47 to 48,Southbound,49,22:00,Friday
1 to 2,Northbound,64,08:00,Saturday
1 to 2,Southbound,63,08:00,Saturday
2 to 4,Northbound,70,08:00,Saturday
2 to 4,Southbound,65,08:00,Saturday
4 to 5,Northbound,70,08:00,Saturday
4 to 5,Southbound,69,08:00,Saturday
5 to 6,Northbound,70,08:00,Saturday
5 to 6,Southbound,69,08:00,Saturday
6 to 6A,Northbound,70,08:00,Saturday
6 to 6A,Southbound,70,08:00,Saturday
6A to 7,Northbound,65,08:00,Saturday
6A to 7,Southbound,60,08:00,Saturday
7 to 8,Northbound,61,08:00,Saturday
7 to 8,Southbound,60,08:00,Saturday
8 to 9,Northbound,68,08:00,Saturday
 8 to 9,Southbound,61,08:00,Saturday
9 to 10,Northbound,63,08:00,Saturday
9 to 10,Southbound,61,08:00,Saturday
10 to 11,Northbound,50,08:00,Saturday
10 to 11,Southbound,50,08:00,Saturday
11 to 11A,Northbound,49,08:00,Saturday
11 to 11A,Southbound,48,08:00,Saturday
11A to 12,Northbound,51,08:00,Saturday
11A to 12,Southbound,49,08:00,Saturday
12 to 13,Northbound,54,08:00,Saturday
12 to 13,Southbound,49,08:00,Saturday
13 to14,Northbound,68,08:00,Saturday
13 to14,Southbound,58,08:00,Saturday
14 to 15,Northbound,65,08:00,Saturday
14 to15,Southbound,65,08:00,Saturday
15 to 15A,Northbound,59,08:00,Saturday
15 to 15A,Southbound,65,08:00,Saturday
15A to 16,Northbound,70,08:00,Saturday
15A to 16,Southbound,70,08:00,Saturday
16 to 17,Northbound,70,08:00,Saturday
16 to 17,Southbound,65,08:00,Saturday
17 to 18,Northbound,70,08:00,Saturday
17 to 18,Southbound,65,08:00,Saturday
18 to 19,Northbound,69,08:00,Saturday
18 to 19,Southbound,64,08:00,Saturday
19 to 20,Northbound,67,08:00,Saturday
19 to 20,Southbound,63,08:00,Saturday
20 to 21,Northbound,69,08:00,Saturday
20 to 21,Southbound,69,08:00,Saturday
21 to 21A,Northbound,57,08:00,Saturday
21 to 21A,Southbound,68,08:00,Saturday
21A to 22,Northbound,62,08:00,Saturday
21A to 22,Southbound,65,08:00,Saturday
22 to 23,Northbound,70,08:00,Saturday
22 to 23,Southbound,66,08:00,Saturday
23 to 23A,Northbound,70,08:00,Saturday
23 to 23A,Southbound,65,08:00,Saturday
23A to 24,Northbound,69,08:00,Saturday
23A to 24,Southbound,63,08:00,Saturday
24 to 24A,Northbound,68,08:00,Saturday
24 to 24A,Southbound,68,08:00,Saturday
24A to 25,Northbound,66,08:00,Saturday
24A to 25,Southbound,67,08:00,Saturday
25 to 26,Northbound,66,08:00,Saturday
25 to 26,Southbound,67,08:00,Saturday
26 to 27,Northbound,69,08:00,Saturday
26 to 27,Southbound,68,08:00,Saturday
27 to 28,Northbound,70,08:00,Saturday
27 to 28,Southbound,70,08:00,Saturday
28 to 29,Northbound,70,08:00,Saturday
28 to 29,Southbound,70,08:00,Saturday
29 to 29A,Northbound,65,08:00,Saturday
29 to 29A,Southbound,67,08:00,Saturday
29A to 30,Northbound,49,08:00,Saturday
29A to 30,Southbound,52,08:00,Saturday
30 to 31,Northbound,50,08:00,Saturday
30 to 31,Southbound,49,08:00,Saturday
31 to 32,Northbound,66,08:00,Saturday
31 to 32,Southbound,51,08:00,Saturday
32 to 33,Northbound,51,08:00,Saturday
32 to 33,Southbound,50,08:00,Saturday
33 to 34,Northbound,48,08:00,Saturday
33 to 34,Southbound,51,08:00,Saturday
34 to 35,Northbound,50,08:00,Saturday
34 to 35,Southbound,51,08:00,Saturday
35 to 35A,Northbound,62,08:00,Saturday
35 to 35A,Southbound,54,08:00,Saturday
35A to 36,Northbound,66,08:00,Saturday
35A to 36,Southbound,68,08:00,Saturday
36 to 37,Northbound,69,08:00,Saturday
36 to 37,Southbound,70,08:00,Saturday
37 to 38,Northbound,69,08:00,Saturday
37 to 38,Southbound,70,08:00,Saturday
38 to 39,Northbound,66,08:00,Saturday
38 to 39,Southbound,70,08:00,Saturday
39 to 40,Northbound,64,08:00,Saturday
39 to 40,Southbound,70,08:00,Saturday
40 to 41,Northbound,68,08:00,Saturday
40 to 41,Southbound,70,08:00,Saturday
41 to 42,Northbound,66,08:00,Saturday
41 to 42,Southbound,70,08:00,Saturday
42 to 43/44,Northbound,66,08:00,Saturday
42 to 43/44,Southbound,66,08:00,Saturday
43/44 to 45,Northbound,66,08:00,Saturday
43/44 to 45,Southbound,68,08:00,Saturday
45 to 46,Northbound,50,08:00,Saturday
45 to 46,Southbound,61,08:00,Saturday
46 to 47,Northbound,48,08:00,Saturday
46 to 47,Southbound,50,08:00,Saturday
47 to 48,Northbound,53,08:00,Saturday
47 to 48,Southbound,49,08:00,Saturday
1 to 2,Northbound,66,13:00,Saturday
1 to 2,Southbound,63,13:00,Saturday
2 to 4,Northbound,70,13:00,Saturday
2 to 4,Southbound,69,13:00,Saturday
4 to 5,Northbound,70,13:00,Saturday
4 to 5,Southbound,66,13:00,Saturday
5 to 6,Northbound,69,13:00,Saturday
5 to 6,Southbound,68,13:00,Saturday
6 to 6A,Northbound,69,13:00,Saturday
6 to 6A,Southbound,70,13:00,Saturday
6A to 7,Northbound,64,13:00,Saturday
6A to 7,Southbound,63,13:00,Saturday
7 to 8,Northbound,57,13:00,Saturday
7 to 8,Southbound,60,13:00,Saturday
8 to 9,Northbound,50,13:00,Saturday
 8 to 9,Southbound,64,13:00,Saturday
9 to 10,Northbound,23,13:00,Saturday
9 to 10,Southbound,61,13:00,Saturday
10 to 11,Northbound,49,13:00,Saturday
10 to 11,Southbound,42,13:00,Saturday
11 to 11A,Northbound,46,13:00,Saturday
11 to 11A,Southbound,24,13:00,Saturday
11A to 12,Northbound,51,13:00,Saturday
11A to 12,Southbound,31,13:00,Saturday
12 to 13,Northbound,50,13:00,Saturday
12 to 13,Southbound,49,13:00,Saturday
13 to14,Northbound,63,13:00,Saturday
13 to14,Southbound,61,13:00,Saturday
14 to 15,Northbound,66,13:00,Saturday
14 to15,Southbound,70,13:00,Saturday
15 to 15A,Northbound,62,13:00,Saturday
15 to 15A,Southbound,67,13:00,Saturday
15A to 16,Northbound,65,13:00,Saturday
15A to 16,Southbound,67,13:00,Saturday
16 to 17,Northbound,68,13:00,Saturday
16 to 17,Southbound,70,13:00,Saturday
17 to 18,Northbound,70,13:00,Saturday
17 to 18,Southbound,68,13:00,Saturday
18 to 19,Northbound,67,13:00,Saturday
18 to 19,Southbound,70,13:00,Saturday
19 to 20,Northbound,70,13:00,Saturday
19 to 20,Southbound,63,13:00,Saturday
20 to 21,Northbound,70,13:00,Saturday
20 to 21,Southbound,65,13:00,Saturday
21 to 21A,Northbound,66,13:00,Saturday
21 to 21A,Southbound,66,13:00,Saturday
21A to 22,Northbound,70,13:00,Saturday
21A to 22,Southbound,70,13:00,Saturday
22 to 23,Northbound,70,13:00,Saturday
22 to 23,Southbound,68,13:00,Saturday
23 to 23A,Northbound,70,13:00,Saturday
23 to 23A,Southbound,65,13:00,Saturday
23A to 24,Northbound,69,13:00,Saturday
23A to 24,Southbound,57,13:00,Saturday
24 to 24A,Northbound,68,13:00,Saturday
24 to 24A,Southbound,42,13:00,Saturday
24A to 25,Northbound,67,13:00,Saturday
24A to 25,Southbound,68,13:00,Saturday
25 to 26,Northbound,69,13:00,Saturday
25 to 26,Southbound,70,13:00,Saturday
26 to 27,Northbound,70,13:00,Saturday
26 to 27,Southbound,70,13:00,Saturday
27 to 28,Northbound,66,13:00,Saturday
27 to 28,Southbound,70,13:00,Saturday
28 to 29,Northbound,69,13:00,Saturday
28 to 29,Southbound,67,13:00,Saturday
29 to 29A,Northbound,66,13:00,Saturday
29 to 29A,Southbound,62,13:00,Saturday
29A to 30,Northbound,48,13:00,Saturday
29A to 30,Southbound,49,13:00,Saturday
30 to 31,Northbound,51,13:00,Saturday
30 to 31,Southbound,48,13:00,Saturday
31 to 32,Northbound,36,13:00,Saturday
31 to 32,Southbound,51,13:00,Saturday
32 to 33,Northbound,30,13:00,Saturday
32 to 33,Southbound,54,13:00,Saturday
33 to 34,Northbound,48,13:00,Saturday
33 to 34,Southbound,47,13:00,Saturday
34 to 35,Northbound,46,13:00,Saturday
34 to 35,Southbound,47,13:00,Saturday
35 to 35A,Northbound,59,13:00,Saturday
35 to 35A,Southbound,48,13:00,Saturday
35A to 36,Northbound,67,13:00,Saturday
35A to 36,Southbound,64,13:00,Saturday
36 to 37,Northbound,68,13:00,Saturday
36 to 37,Southbound,69,13:00,Saturday
37 to 38,Northbound,70,13:00,Saturday
37 to 38,Southbound,69,13:00,Saturday
38 to 39,Northbound,70,13:00,Saturday
38 to 39,Southbound,69,13:00,Saturday
39 to 40,Northbound,66,13:00,Saturday
39 to 40,Southbound,68,13:00,Saturday
40 to 41,Northbound,65,13:00,Saturday
40 to 41,Southbound,68,13:00,Saturday
41 to 42,Northbound,65,13:00,Saturday
41 to 42,Southbound,66,13:00,Saturday
42 to 43/44,Northbound,67,13:00,Saturday
42 to 43/44,Southbound,63,13:00,Saturday
43/44 to 45,Northbound,51,13:00,Saturday
43/44 to 45,Southbound,65,13:00,Saturday
45 to 46,Northbound,33,13:00,Saturday
45 to 46,Southbound,58,13:00,Saturday
46 to 47,Northbound,47,13:00,Saturday
46 to 47,Southbound,41,13:00,Saturday
47 to 48,Northbound,55,13:00,Saturday
47 to 48,Southbound,46,13:00,Saturday
1 to 2,Northbound,69,18:00,Saturday
1 to 2,Southbound,62,18:00,Saturday
2 to 4,Northbound,67,18:00,Saturday
2 to 4,Southbound,70,18:00,Saturday
4 to 5,Northbound,70,18:00,Saturday
4 to 5,Southbound,66,18:00,Saturday
5 to 6,Northbound,70,18:00,Saturday
5 to 6,Southbound,70,18:00,Saturday
6 to 6A,Northbound,68,18:00,Saturday
6 to 6A,Southbound,70,18:00,Saturday
6A to 7,Northbound,66,18:00,Saturday
6A to 7,Southbound,62,18:00,Saturday
7 to 8,Northbound,52,18:00,Saturday
7 to 8,Southbound,58,18:00,Saturday
8 to 9,Northbound,67,18:00,Saturday
 8 to 9,Southbound,62,18:00,Saturday
9 to 10,Northbound,59,18:00,Saturday
9 to 10,Southbound,62,18:00,Saturday
10 to 11,Northbound,47,18:00,Saturday
10 to 11,Southbound,48,18:00,Saturday
11 to 11A,Northbound,47,18:00,Saturday
11 to 11A,Southbound,46,18:00,Saturday
11A to 12,Northbound,48,18:00,Saturday
11A to 12,Southbound,46,18:00,Saturday
12 to 13,Northbound,48,18:00,Saturday
12 to 13,Southbound,47,18:00,Saturday
13 to14,Northbound,63,18:00,Saturday
13 to14,Southbound,61,18:00,Saturday
14 to 15,Northbound,64,18:00,Saturday
14 to15,Southbound,70,18:00,Saturday
15 to 15A,Northbound,69,18:00,Saturday
15 to 15A,Southbound,68,18:00,Saturday
15A to 16,Northbound,69,18:00,Saturday
15A to 16,Southbound,67,18:00,Saturday
16 to 17,Northbound,70,18:00,Saturday
16 to 17,Southbound,70,18:00,Saturday
17 to 18,Northbound,70,18:00,Saturday
17 to 18,Southbound,70,18:00,Saturday
18 to 19,Northbound,68,18:00,Saturday
18 to 19,Southbound,68,18:00,Saturday
19 to 20,Northbound,70,18:00,Saturday
19 to 20,Southbound,70,18:00,Saturday
20 to 21,Northbound,70,18:00,Saturday
20 to 21,Southbound,70,18:00,Saturday
21 to 21A,Northbound,65,18:00,Saturday
21 to 21A,Southbound,69,18:00,Saturday
21A to 22,Northbound,70,18:00,Saturday
21A to 22,Southbound,70,18:00,Saturday
22 to 23,Northbound,70,18:00,Saturday
22 to 23,Southbound,70,18:00,Saturday
23 to 23A,Northbound,70,18:00,Saturday
23 to 23A,Southbound,70,18:00,Saturday
23A to 24,Northbound,69,18:00,Saturday
23A to 24,Southbound,69,18:00,Saturday
24 to 24A,Northbound,70,18:00,Saturday
24 to 24A,Southbound,69,18:00,Saturday
24A to 25,Northbound,70,18:00,Saturday
24A to 25,Southbound,70,18:00,Saturday
25 to 26,Northbound,67,18:00,Saturday
25 to 26,Southbound,70,18:00,Saturday
26 to 27,Northbound,70,18:00,Saturday
26 to 27,Southbound,70,18:00,Saturday
27 to 28,Northbound,70,18:00,Saturday
27 to 28,Southbound,70,18:00,Saturday
28 to 29,Northbound,70,18:00,Saturday
28 to 29,Southbound,67,18:00,Saturday
29 to 29A,Northbound,70,18:00,Saturday
29 to 29A,Southbound,70,18:00,Saturday
29A to 30,Northbound,50,18:00,Saturday
29A to 30,Southbound,53,18:00,Saturday
30 to 31,Northbound,51,18:00,Saturday
30 to 31,Southbound,48,18:00,Saturday
31 to 32,Northbound,65,18:00,Saturday
31 to 32,Southbound,50,18:00,Saturday
32 to 33,Northbound,49,18:00,Saturday
32 to 33,Southbound,54,18:00,Saturday
33 to 34,Northbound,48,18:00,Saturday
33 to 34,Southbound,48,18:00,Saturday
34 to 35,Northbound,49,18:00,Saturday
34 to 35,Southbound,50,18:00,Saturday
35 to 35A,Northbound,63,18:00,Saturday
35 to 35A,Southbound,50,18:00,Saturday
35A to 36,Northbound,68,18:00,Saturday
35A to 36,Southbound,67,18:00,Saturday
36 to 37,Northbound,69,18:00,Saturday
36 to 37,Southbound,70,18:00,Saturday
37 to 38,Northbound,70,18:00,Saturday
37 to 38,Southbound,68,18:00,Saturday
38 to 39,Northbound,70,18:00,Saturday
38 to 39,Southbound,68,18:00,Saturday
39 to 40,Northbound,68,18:00,Saturday
39 to 40,Southbound,66,18:00,Saturday
40 to 41,Northbound,70,18:00,Saturday
40 to 41,Southbound,65,18:00,Saturday
41 to 42,Northbound,70,18:00,Saturday
41 to 42,Southbound,66,18:00,Saturday
42 to 43/44,Northbound,70,18:00,Saturday
42 to 43/44,Southbound,65,18:00,Saturday
43/44 to 45,Northbound,65,18:00,Saturday
43/44 to 45,Southbound,67,18:00,Saturday
45 to 46,Northbound,50,18:00,Saturday
45 to 46,Southbound,61,18:00,Saturday
46 to 47,Northbound,48,18:00,Saturday
46 to 47,Southbound,47,18:00,Saturday
47 to 48,Northbound,58,18:00,Saturday
47 to 48,Southbound,48,18:00,Saturday
1 to 2,Northbound,66,22:00,Saturday
1 to 2,Southbound,53,22:00,Saturday
2 to 4,Northbound,67,22:00,Saturday
2 to 4,Southbound,65,22:00,Saturday
4 to 5,Northbound,68,22:00,Saturday
4 to 5,Southbound,68,22:00,Saturday
5 to 6,Northbound,70,22:00,Saturday
5 to 6,Southbound,65,22:00,Saturday
6 to 6A,Northbound,69,22:00,Saturday
6 to 6A,Southbound,68,22:00,Saturday
6A to 7,Northbound,63,22:00,Saturday
6A to 7,Southbound,65,22:00,Saturday
7 to 8,Northbound,57,22:00,Saturday
7 to 8,Southbound,62,22:00,Saturday
8 to 9,Northbound,68,22:00,Saturday
 8 to 9,Southbound,63,22:00,Saturday
9 to 10,Northbound,62,22:00,Saturday
9 to 10,Southbound,63,22:00,Saturday
10 to 11,Northbound,49,22:00,Saturday
10 to 11,Southbound,49,22:00,Saturday
11 to 11A,Northbound,53,22:00,Saturday
11 to 11A,Southbound,48,22:00,Saturday
11A to 12,Northbound,47,22:00,Saturday
11A to 12,Southbound,48,22:00,Saturday
12 to 13,Northbound,47,22:00,Saturday
12 to 13,Southbound,49,22:00,Saturday
13 to14,Northbound,58,22:00,Saturday
13 to14,Southbound,60,22:00,Saturday
14 to 15,Northbound,60,22:00,Saturday
14 to15,Southbound,70,22:00,Saturday
15 to 15A,Northbound,64,22:00,Saturday
15 to 15A,Southbound,69,22:00,Saturday
15A to 16,Northbound,64,22:00,Saturday
15A to 16,Southbound,67,22:00,Saturday
16 to 17,Northbound,67,22:00,Saturday
16 to 17,Southbound,66,22:00,Saturday
17 to 18,Northbound,69,22:00,Saturday
17 to 18,Southbound,65,22:00,Saturday
18 to 19,Northbound,70,22:00,Saturday
18 to 19,Southbound,64,22:00,Saturday
19 to 20,Northbound,66,22:00,Saturday
19 to 20,Southbound,68,22:00,Saturday
20 to 21,Northbound,69,22:00,Saturday
20 to 21,Southbound,70,22:00,Saturday
21 to 21A,Northbound,66,22:00,Saturday
21 to 21A,Southbound,70,22:00,Saturday
21A to 22,Northbound,70,22:00,Saturday
21A to 22,Southbound,70,22:00,Saturday
22 to 23,Northbound,70,22:00,Saturday
22 to 23,Southbound,70,22:00,Saturday
23 to 23A,Northbound,70,22:00,Saturday
23 to 23A,Southbound,69,22:00,Saturday
23A to 24,Northbound,70,22:00,Saturday
23A to 24,Southbound,61,22:00,Saturday
24 to 24A,Northbound,70,22:00,Saturday
24 to 24A,Southbound,63,22:00,Saturday
24A to 25,Northbound,70,22:00,Saturday
24A to 25,Southbound,70,22:00,Saturday
25 to 26,Northbound,69,22:00,Saturday
25 to 26,Southbound,70,22:00,Saturday
26 to 27,Northbound,70,22:00,Saturday
26 to 27,Southbound,70,22:00,Saturday
27 to 28,Northbound,70,22:00,Saturday
27 to 28,Southbound,69,22:00,Saturday
28 to 29,Northbound,70,22:00,Saturday
28 to 29,Southbound,62,22:00,Saturday
29 to 29A,Northbound,70,22:00,Saturday
29 to 29A,Southbound,59,22:00,Saturday
29A to 30,Northbound,49,22:00,Saturday
29A to 30,Southbound,52,22:00,Saturday
30 to 31,Northbound,51,22:00,Saturday
30 to 31,Southbound,47,22:00,Saturday
31 to 32,Northbound,68,22:00,Saturday
31 to 32,Southbound,52,22:00,Saturday
32 to 33,Northbound,50,22:00,Saturday
32 to 33,Southbound,54,22:00,Saturday
33 to 34,Northbound,49,22:00,Saturday
33 to 34,Southbound,49,22:00,Saturday
